orf_name,name,chr,start,stop,length,strand,orf_class,ontology,TSS,PAS,half_life,coverage
YDL010W,GRX6,4,432330,433025,696,+,Verified,"GO:0000324,GO:0004362,GO:0005506,GO:0005789,GO:0005794,GO:0005796,GO:0005801,GO:0016021,GO:0034599,GO:0042803,GO:0051537",432298,433313.0,20.46,0.983
YDL006W,PTC1,4,439909,440754,846,+,Verified,"GO:0000001,GO:0000173,GO:0000750,GO:0004722,GO:0005634,GO:0005737,GO:0006388,GO:0006470",439562,440859.0,14.94,0.9655
YDL005C,MED2,4,441014,442309,1296,-,Verified,"GO:0006366,GO:0016455,GO:0016592",442350,440770.0,19.0966666667,0.963
YDL003W,MCD1,4,444683,446383,1701,+,Verified,"GO:0000794,GO:0003682,GO:0005634,GO:0005739,GO:0006302,GO:0006915,GO:0006974,GO:0007076,GO:0034087,GO:0034990",444586,446491.0,14.416666666700001,0.946
YDL002C,NHP10,4,446967,447578,612,-,Verified,"GO:0000404,GO:0005634,GO:0006302,GO:0031011,GO:0042766,GO:0045027",447649,446685.0,12.433333333299998,0.994
YDL001W,RMD1,4,447984,449276,1293,+,Verified,"GO:0003674,GO:0005737,GO:0008150",447927,449393.0,11.086666666700001,0.995
YDR001C,NTH1,4,450220,452475,2256,-,Verified,"GO:0004555,GO:0005737,GO:0005829,GO:0005993,GO:0006950",452545,450147.0,34.96,0.9715
YDR002W,YRB1,4,453045,453650,606,+,Verified,"GO:0000082,GO:0005634,GO:0005737,GO:0006405,GO:0006511,GO:0006606,GO:0008536",452991,453835.0,33.876666666700004,0.9665
YDR003W,RCR2,4,454122,454754,633,+,Verified,"GO:0000324,GO:0003674,GO:0005737,GO:0016021,GO:0016192,GO:0031982",454005,455074.0,5.02,0.979
YDR004W,RAD57,4,455201,456583,1383,+,Verified,"GO:0000707,GO:0000722,GO:0000730,GO:0005634,GO:0008094,GO:0030491,GO:0033062,GO:0045002,GO:0046982",455241,456744.0,17.86,0.984
YDR005C,MAF1,4,456836,458103,1268,-,Verified,"GO:0005634,GO:0005737,GO:0016480,GO:0016564",458221,456670.0,17.2133333333,0.9665
YDR006C,SOK1,4,458542,461247,2706,-,Verified,"GO:0003674,GO:0005634,GO:0019933",461399,458456.0,19.27,0.951
YDR007W,TRP1,4,461842,462516,675,+,Verified,"GO:0000162,GO:0004640,GO:0005737",461809,462612.0,26.116666666700002,0.967
YDR011W,SNQ2,4,465919,470424,4506,+,Verified,"GO:0000304,GO:0005624,GO:0005739,GO:0005886,GO:0008559,GO:0042493",465599,470605.0,20.33,0.9855
YDR014W,RAD61,4,474046,475989,1944,+,Verified,"GO:0000798,GO:0003674,GO:0007064",474055,476347.0,20.85,0.969
YDR017C,KCS1,4,479115,482267,3153,-,Verified,"GO:0000827,GO:0000828,GO:0000829,GO:0005737,GO:0032958,GO:0033200",482282,478946.0,14.5633333333,0.982
YDR018C,YDR018C,4,482670,483860,1191,-,Uncharacterized,"GO:0005575,GO:0008415,GO:0008654",483929,,34.0,0.987
YDR019C,GCV1,4,484163,485365,1203,-,Verified,"GO:0004375,GO:0005739,GO:0005960,GO:0006544,GO:0006546,GO:0006730",485370,483987.0,30.83,0.975
YDR020C,DAS2,4,485746,486444,699,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",486574,,3.63,0.95
YDR021W,FAL1,4,486804,488003,1200,+,Verified,"GO:0000462,GO:0004004,GO:0005730",486698,488062.0,5.6,0.95
YDR022C,CIS1,4,488072,488662,591,-,Verified,"GO:0000407,GO:0000422,GO:0003674,GO:0005737,GO:0006914,GO:0034727",488691,487962.0,16.5066666667,0.976
YDR023W,SES1,4,489508,490896,1389,+,Verified,"GO:0004828,GO:0005737,GO:0006434",489475,491030.0,27.686666666700003,0.9665
YDR025W,RPS11A,4,491515,492324,810,+,Verified,"GO:0000028,GO:0000462,GO:0003735,GO:0006412,GO:0022627,GO:0030686",491502,492422.0,18.0,0.962
YDR026C,YDR026C,4,492556,494268,1713,-,Verified,"GO:0003677,GO:0005634,GO:0005730,GO:0005840,GO:0008150",494412,492506.0,14.6266666667,0.978
YDR027C,VPS54,4,494649,497318,2670,-,Verified,"GO:0000938,GO:0003674,GO:0005739,GO:0005794,GO:0006896,GO:0030476,GO:0042147",497436,494577.0,24.115,0.941
YDR028C,REG1,4,497835,500879,3045,-,Verified,"GO:0000122,GO:0000164,GO:0005737,GO:0005977,GO:0006109,GO:0007039,GO:0008599,GO:0042149",501360,497558.0,30.7266666667,0.95
YDR030C,RAD28,4,501753,503273,1521,-,Verified,"GO:0003674,GO:0005634,GO:0006281",503282,501707.0,42.6,0.944
YDR032C,PST2,4,504099,504695,597,-,Verified,"GO:0001950,GO:0003674,GO:0005737,GO:0005739,GO:0008150,GO:0045121",504765,503947.0,74.355,0.9665
YDR033W,MRH1,4,508147,509109,963,+,Verified,"GO:0001950,GO:0003674,GO:0005624,GO:0005739,GO:0005886,GO:0008150",507902,509448.0,26.79,0.996
YDR034C,LYS14,4,509737,512109,2373,-,Verified,"GO:0005634,GO:0016563,GO:0019878,GO:0043565",512249,509665.0,21.136666666700002,0.9795
YDR035W,ARO3,4,521816,522928,1113,+,Verified,"GO:0003849,GO:0005634,GO:0005737,GO:0005739,GO:0009073",521788,523077.0,27.206666666700002,0.9765
YDR036C,EHD3,4,523211,524713,1503,-,Verified,"GO:0003860,GO:0005739,GO:0006635,GO:0008150",524767,523083.0,20.7333333333,0.9805
YDR037W,KRS1,4,525440,527215,1776,+,Verified,"GO:0004824,GO:0005737,GO:0006430",525411,527282.0,29.01,0.974
YDR040C,ENA1,4,535192,538467,3276,-,Verified,"GO:0001950,GO:0005624,GO:0005886,GO:0006813,GO:0006814,GO:0006972,GO:0008554,GO:0008556,GO:0009268,GO:0009651,GO:0042149,GO:0055085",538913,535067.0,9.66,0.878
YDR041W,RSM10,4,539803,540414,612,+,Verified,"GO:0003735,GO:0005739,GO:0005763,GO:0032543",539796,540587.0,21.3466666667,0.9875
YDR042C,YDR042C,4,540601,541203,603,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",541279,540493.0,56.0,0.989
YDR043C,NRG1,4,542674,543369,696,-,Verified,"GO:0001403,GO:0003677,GO:0005634,GO:0006006,GO:0006357,GO:0007124,GO:0009268,GO:0016564,GO:0042710,GO:0043565",543572,542552.0,51.37,0.9975
YDR044W,HEM13,4,546642,547628,987,+,Verified,"GO:0004109,GO:0005829,GO:0006783",546493,547778.0,34.75,0.9775
YDR046C,BAP3,4,548762,550576,1815,-,Verified,"GO:0005739,GO:0005886,GO:0006865,GO:0015171,GO:0055085",550667,548672.0,6.61,0.999
YDR047W,HEM12,4,551860,552948,1089,+,Verified,"GO:0004853,GO:0005634,GO:0005737,GO:0006783",551737,553025.0,9.316666666669999,0.9945
YDR049W,VMS1,4,553254,555152,1899,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0005739,GO:0008150",553229,555284.0,8.72333333333,0.985
YDR050C,TPI1,4,555726,556472,747,-,Verified,"GO:0001950,GO:0004807,GO:0005737,GO:0005739,GO:0006096",556503,555639.0,30.07,0.988
YDR051C,DET1,4,557056,558060,1005,-,Verified,"GO:0003993,GO:0005634,GO:0005737,GO:0016311,GO:0032366",558107,557000.0,15.656666666700001,0.9575
YDR052C,DBF4,4,558511,560625,2115,-,Verified,"GO:0001100,GO:0003688,GO:0006270,GO:0031431,GO:0043539,GO:0045860",560781,558271.0,12.9566666667,0.9615
YDR054C,CDC34,4,561440,562327,888,-,Verified,"GO:0000082,GO:0000086,GO:0000209,GO:0004842,GO:0005634,GO:0005737,GO:0019005,GO:0031146,GO:0042787,GO:0042803,GO:0051865",562502,561083.0,9.71333333333,0.9685
YDR055W,PST1,4,563527,564861,1335,+,Verified,"GO:0003674,GO:0005886,GO:0009277,GO:0031505",563467,565003.0,14.63,0.993
YDR056C,YDR056C,4,565023,565640,618,-,Uncharacterized,"GO:0003674,GO:0005624,GO:0005783,GO:0008150",565699,564920.0,28.665,0.9515
YDR057W,YOS9,4,565927,567555,1629,+,Verified,"GO:0000839,GO:0005529,GO:0005788,GO:0030433,GO:0034099,GO:0070492",565891,567696.0,20.95,0.951
YDR058C,TGL2,4,567723,568703,981,-,Verified,"GO:0004806,GO:0005739,GO:0019433",568743,567592.0,16.453333333299998,0.983
YDR059C,UBC5,4,569234,569770,537,-,Verified,"GO:0000209,GO:0000502,GO:0004842,GO:0006950",569837,569137.0,38.0133333333,0.969
YDR060W,MAK21,4,570649,573726,3078,+,Verified,"GO:0000027,GO:0003674,GO:0030690",570559,573815.0,11.13,0.9505
YDR062W,LCB2,4,576474,578159,1686,+,Verified,"GO:0004758,GO:0005624,GO:0005792,GO:0017059,GO:0030148,GO:0035339",576097,578447.0,20.7366666667,0.9725
YDR064W,RPS13,4,579458,580452,995,+,Verified,"GO:0000462,GO:0003735,GO:0006412,GO:0022627,GO:0030686,GO:0070181",579426,580531.0,25.6433333333,0.976
YDR065W,RRG1,4,580687,581784,1098,+,Verified,"GO:0000002,GO:0003674,GO:0005739,GO:0007035",580688,,18.0,0.9945
YDR066C,RTR2,4,581908,582498,591,-,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",582621,581881.0,14.975,0.9835
YDR067C,OCA6,4,582791,583465,675,-,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",583541,582761.0,28.51,0.9725
YDR068W,DOS2,4,583713,584645,933,+,Verified,"GO:0003674,GO:0005737,GO:0008150",583666,584709.0,19.8733333333,0.971
YDR069C,DOA4,4,584939,587719,2781,-,Verified,"GO:0000502,GO:0004175,GO:0004221,GO:0004843,GO:0005624,GO:0005739,GO:0005768,GO:0006275,GO:0006511,GO:0006897,GO:0010992,GO:0010995,GO:0016579,GO:0043162",587810,584632.0,26.15,0.9705
YDR071C,PAA1,4,588827,589402,576,-,Verified,"GO:0004059,GO:0004145,GO:0005737,GO:0006325",589466,588743.0,19.456666666700002,0.9695
YDR072C,IPT1,4,589761,591344,1584,-,Verified,"GO:0005624,GO:0006676,GO:0016772,GO:0030148",591471,589672.0,11.9533333333,0.994
YDR073W,SNF11,4,592439,592948,510,+,Verified,"GO:0006338,GO:0016251,GO:0016514,GO:0042766",592370,593211.0,11.1066666667,0.9885
YDR074W,TPS2,4,593893,596583,2691,+,Verified,"GO:0004805,GO:0005739,GO:0005946,GO:0005992,GO:0006950",593673,596846.0,34.38,0.9905
YDR075W,PPH3,4,597156,598082,927,+,Verified,"GO:0004722,GO:0005634,GO:0005737,GO:0006470,GO:0006807,GO:0042493",596983,598246.0,11.75,0.9665
YDR076W,RAD55,4,598468,599688,1221,+,Verified,"GO:0000707,GO:0000730,GO:0005634,GO:0008094,GO:0030491,GO:0033062,GO:0045002,GO:0046982",598431,,14.5,0.958
YDR077W,SED1,4,600793,601809,1017,+,Verified,"GO:0000002,GO:0005199,GO:0005739,GO:0005840,GO:0009277,GO:0031505",600751,602139.0,42.52,0.979
YDR078C,SHU2,4,602198,602869,672,-,Verified,"GO:0000725,GO:0003674,GO:0005575",602887,602100.0,23.776666666700002,0.9755
YDR080W,VPS41,4,604008,606986,2979,+,Verified,"GO:0000329,GO:0005768,GO:0006624,GO:0007033,GO:0015031,GO:0017112,GO:0030897,GO:0032889,GO:0034727,GO:0035091,GO:0035542,GO:0042144",603972,607167.0,28.14,0.9645
YDR081C,PDC2,4,607304,610081,2778,-,Verified,"GO:0003704,GO:0005634,GO:0010552,GO:0016563,GO:0019655,GO:0070623",610169,607277.0,20.05,0.9245
YDR082W,STN1,4,610441,611925,1485,+,Verified,"GO:0000783,GO:0016233,GO:0032211,GO:0043047",610350,612064.0,25.165,0.9255
YDR083W,RRP8,4,612073,613251,1179,+,Verified,"GO:0005730,GO:0006364,GO:0008168",612052,613340.0,6.4633333333300005,0.9455
YDR084C,TVP23,4,613405,614004,600,-,Verified,"GO:0003674,GO:0005737,GO:0016192,GO:0030173",614031,613280.0,21.7,0.973
YDR085C,AFR1,4,614288,616150,1863,-,Verified,"GO:0000750,GO:0000753,GO:0000767,GO:0001400,GO:0005057,GO:0008277",615276,614201.0,8.29,0.988
YDR087C,RRP1,4,617470,618306,837,-,Verified,"GO:0003674,GO:0005634,GO:0005730,GO:0006364,GO:0030687",618336,617378.0,12.7666666667,0.886
YDR088C,SLU7,4,618497,619645,1149,-,Verified,"GO:0000350,GO:0000386,GO:0005681",619825,618309.0,3.825,0.9505
YDR089W,YDR089W,4,622112,624721,2610,+,Uncharacterized,"GO:0003674,GO:0016020,GO:0016044",621992,624895.0,31.305,0.996
YDR090C,YDR090C,4,625066,625998,933,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0016021",626113,624730.0,24.18,0.97
YDR091C,RLI1,4,626708,628534,1827,-,Verified,"GO:0000054,GO:0005506,GO:0005634,GO:0005737,GO:0006413,GO:0006415,GO:0016887,GO:0022626,GO:0042273",628592,626367.0,13.763333333299999,0.932
YDR092W,UBC13,4,629876,630605,730,+,Verified,"GO:0000209,GO:0004842,GO:0005634,GO:0005737,GO:0006301,GO:0006513,GO:0010994,GO:0031371",629853,630700.0,16.9033333333,0.9855
YDR093W,DNF2,4,631282,636120,4839,+,Verified,"GO:0004012,GO:0005624,GO:0005886,GO:0006886,GO:0006897,GO:0007163,GO:0045332",631021,636181.0,10.225,0.976
YDR096W,GIS1,4,637139,639823,2685,+,Verified,"GO:0003677,GO:0005634,GO:0005739,GO:0006644,GO:0016563,GO:0016566,GO:0016577,GO:0030476,GO:0043565,GO:0045944,GO:0051864",636842,640136.0,21.0833333333,0.9745
YDR097C,MSH6,4,640109,643837,3729,-,Verified,"GO:0000400,GO:0000710,GO:0005524,GO:0005634,GO:0006298,GO:0016887,GO:0032137,GO:0032138,GO:0032301",643876,640049.0,20.18,0.9475
YDR099W,BMH2,4,652781,654428,1648,+,Verified,"GO:0000077,GO:0001402,GO:0001950,GO:0003688,GO:0005634,GO:0005977,GO:0006267,GO:0006270,GO:0007124,GO:0007265,GO:0030437,GO:0034221,GO:0050815,GO:0051436",652719,654651.0,37.97,0.981
YDR101C,ARX1,4,655686,657467,1782,-,Verified,"GO:0003674,GO:0005654,GO:0005737,GO:0022625,GO:0042273",657495,655568.0,8.52,0.938
YDR103W,STE5,4,658350,661103,2754,+,Verified,"GO:0000750,GO:0001403,GO:0001934,GO:0005078,GO:0005543,GO:0005634,GO:0005737,GO:0005886,GO:0010525,GO:0043332,GO:0043409",657717,661150.0,18.7733333333,0.9365
YDR104C,SPO71,4,661173,664910,3738,-,Verified,"GO:0003674,GO:0005619,GO:0030476",664960,661142.0,17.2,0.964
YDR105C,TMS1,4,665349,666770,1422,-,Verified,"GO:0003674,GO:0005774,GO:0008150,GO:0016020",666822,665279.0,18.793333333299998,0.9655
YDR107C,TMN2,4,669016,671034,2019,-,Verified,"GO:0000329,GO:0001403,GO:0003674,GO:0006878,GO:0007124",671050,668827.0,18.3,0.962
YDR108W,TRS85,4,671269,673365,2097,+,Verified,"GO:0000407,GO:0003674,GO:0006888,GO:0007126,GO:0016050,GO:0016236,GO:0030008,GO:0030242,GO:0032258,GO:0034497,GO:0034727",671234,673455.0,13.7,0.9615
YDR109C,YDR109C,4,673520,675667,2148,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",675659,673373.0,41.0,0.9735
YDR110W,FOB1,4,676102,677802,1701,+,Verified,"GO:0000183,GO:0001302,GO:0005730,GO:0006310,GO:0007580,GO:0008156,GO:0034503,GO:0043110,GO:0070550",676065,678008.0,14.096666666700001,0.9725
YDR111C,ALT2,4,678241,679764,1524,-,Uncharacterized,"GO:0005634,GO:0005737,GO:0008150,GO:0008483",679957,677934.0,9.66,0.9965
YDR113C,PDS1,4,680496,681617,1122,-,Verified,"GO:0000070,GO:0000725,GO:0005634,GO:0005737,GO:0005819,GO:0007127,GO:0008104,GO:0019899",681720,680423.0,12.45,0.964
YDR116C,MRPL1,4,682724,683581,858,-,Verified,"GO:0003735,GO:0005739,GO:0005762,GO:0032543",683589,682603.0,11.95,0.928
YDR117C,TMA64,4,683946,685643,1698,-,Verified,"GO:0003723,GO:0005840,GO:0008150",685669,683902.0,13.903333333299999,0.933
YDR118W,APC4,4,685882,687840,1959,+,Verified,"GO:0000022,GO:0000070,GO:0004842,GO:0005680,GO:0007091,GO:0008054,GO:0016567,GO:0031145",685845,688171.0,12.605,0.936
YDR119W,VBA4,4,688227,690533,2307,+,Uncharacterized,"GO:0000329,GO:0003674,GO:0008150",688133,690591.0,25.925,0.974
YDR120C,TRM1,4,691549,693261,1713,-,Verified,"GO:0004809,GO:0005635,GO:0005637,GO:0005739,GO:0030488",693235,691341.0,10.2366666667,0.9215
YDR121W,DPB4,4,693585,694175,591,+,Verified,"GO:0003690,GO:0003887,GO:0006272,GO:0006273,GO:0006348,GO:0008622,GO:0008623",693451,694284.0,10.51,0.9105
YDR122W,KIN1,4,694700,697894,3195,+,Verified,"GO:0004674,GO:0005886,GO:0006468,GO:0006887,GO:0009898,GO:0046777",694413,698046.0,35.54,0.8965
YDR124W,YDR124W,4,700315,701289,975,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",699861,701545.0,52.0,0.9725
YDR125C,ECM18,4,701397,702758,1362,-,Verified,"GO:0003674,GO:0005739,GO:0031505",702878,,8.8,0.9865
YDR126W,SWF1,4,703234,704244,1011,+,Verified,"GO:0006887,GO:0016021,GO:0018345,GO:0019706,GO:0030010,GO:0030476,GO:0030479,GO:0032432,GO:0042144,GO:0042175",703230,704495.0,4.6,0.9855
YDR127W,ARO1,4,704484,709250,4767,+,Verified,"GO:0003855,GO:0003856,GO:0003866,GO:0004764,GO:0004765,GO:0005737,GO:0009073",704415,709369.0,33.7166666667,0.9745
YDR128W,MTC5,4,709549,712995,3447,+,Verified,"GO:0000329,GO:0003674,GO:0008150",709516,713126.0,34.5233333333,0.9865
YDR129C,SAC6,4,713340,715379,2040,-,Verified,"GO:0006897,GO:0006970,GO:0007015,GO:0007121,GO:0030479,GO:0030674,GO:0032432,GO:0043332,GO:0051015",715453,713195.0,39.62,0.961
YDR130C,FIN1,4,715747,716622,876,-,Verified,"GO:0000070,GO:0000235,GO:0000778,GO:0005200,GO:0005634,GO:0005816,GO:0005819,GO:0005882,GO:0008017,GO:0034501,GO:0043148,GO:0045103,GO:0071174",716651,715666.0,20.22,0.9615
YDR132C,YDR132C,4,718816,720303,1488,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",720425,718780.0,10.756666666700001,0.9835
YDR135C,YCF1,4,723004,727551,4548,-,Verified,"GO:0005774,GO:0010038,GO:0015127,GO:0015431,GO:0015723,GO:0055085",727607,722915.0,29.9133333333,0.9885
YDR137W,RGP1,4,728259,730250,1992,+,Verified,"GO:0000139,GO:0005085,GO:0005794,GO:0032045,GO:0034066,GO:0042147",728175,730408.0,15.945,0.982
YDR140W,MTQ2,4,734138,734803,666,+,Verified,"GO:0005634,GO:0005737,GO:0006417,GO:0008276,GO:0008757,GO:0018364",734125,734910.0,12.5,0.968
YDR141C,DOP1,4,734901,739997,5097,-,Verified,"GO:0000902,GO:0003674,GO:0005737,GO:0005739,GO:0005768,GO:0005802,GO:0006895,GO:0007029",740046,734690.0,31.706666666700002,0.948
YDR142C,PEX7,4,740473,741600,1128,-,Verified,"GO:0005053,GO:0005777,GO:0005829,GO:0016560",741778,740408.0,20.005,0.977
YDR143C,SAN1,4,742042,743874,1833,-,Verified,"GO:0004842,GO:0005634,GO:0005737,GO:0006950,GO:0042787,GO:0051788,GO:0071630",744021,741849.0,15.6,0.8965
YDR144C,MKC7,4,744311,746101,1791,-,Verified,"GO:0004190,GO:0006508,GO:0009277,GO:0031505",746242,744229.0,13.79,0.9085
YDR145W,TAF12,4,746738,748357,1620,+,Verified,"GO:0000124,GO:0003682,GO:0003704,GO:0005669,GO:0016251,GO:0016568,GO:0016573,GO:0017025,GO:0032568,GO:0032569,GO:0046695,GO:0051123",746673,748557.0,20.313333333299997,0.9055
YDR146C,SWI5,4,748613,750742,2130,-,Verified,"GO:0000114,GO:0005634,GO:0005737,GO:0016563,GO:0043565",750907,748452.0,12.4633333333,0.9785
YDR147W,EKI1,4,751631,753235,1605,+,Verified,"GO:0004103,GO:0004305,GO:0005737,GO:0006646,GO:0006656",751200,753271.0,14.1266666667,0.9835
YDR148C,KGD2,4,753675,755066,1392,-,Verified,"GO:0000002,GO:0004149,GO:0005739,GO:0006099,GO:0006103,GO:0009353,GO:0042645",755320,753536.0,38.55,0.956
YDR150W,NUM1,4,755628,763874,8247,+,Verified,"GO:0000001,GO:0000226,GO:0000266,GO:0005739,GO:0005934,GO:0005938,GO:0015631,GO:0030473",755567,763924.0,28.93,0.9565
YDR151C,CTH1,4,764178,765155,978,-,Verified,"GO:0000956,GO:0003729,GO:0005634,GO:0006879",765333,763981.0,37.695,0.9465
YDR152W,GIR2,4,765706,766503,798,+,Verified,"GO:0003674,GO:0005737,GO:0005844,GO:0006412",765640,766615.0,11.7833333333,0.9445
YDR153C,ENT5,4,766736,767971,1236,-,Verified,"GO:0005737,GO:0005768,GO:0006895,GO:0030125,GO:0030276,GO:0032511,GO:0034498,GO:0080025",768123,766615.0,14.83,0.9835
YDR158W,HOM2,4,770357,771454,1098,+,Verified,"GO:0001950,GO:0004073,GO:0005634,GO:0005737,GO:0006555,GO:0006566,GO:0009090",770323,771578.0,49.7,0.9705
YDR159W,SAC3,4,771877,775782,3906,+,Verified,"GO:0005515,GO:0005643,GO:0006283,GO:0006406,GO:0006611,GO:0007067,GO:0030029,GO:0031124,GO:0042274,GO:0070390",771788,775824.0,12.923333333299999,0.9555
YDR160W,SSY1,4,776163,778721,2559,+,Verified,"GO:0003674,GO:0005886,GO:0043200",775986,778804.0,20.35,0.9675
YDR161W,YDR161W,4,779043,780206,1164,+,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0030433",779017,780429.0,14.015,0.8815
YDR162C,NBP2,4,780390,781100,711,-,Verified,"GO:0003674,GO:0005634,GO:0005737,GO:0006469,GO:0006972,GO:0009408",781233,780180.0,14.24,0.9785
YDR163W,CWC15,4,781423,781950,528,+,Verified,"GO:0000398,GO:0003674,GO:0005684",781351,782056.0,15.486666666700001,0.9785
YDR164C,SEC1,4,782041,784215,2175,-,Verified,"GO:0000149,GO:0005886,GO:0005934,GO:0005935,GO:0006887,GO:0006904,GO:0006906",784268,781931.0,16.69,0.938
YDR165W,TRM82,4,784871,786205,1335,+,Verified,"GO:0005515,GO:0005634,GO:0008176,GO:0030488",784835,786270.0,10.09,0.9495
YDR166C,SEC5,4,786306,789221,2916,-,Verified,"GO:0000131,GO:0000145,GO:0000910,GO:0003674,GO:0005934,GO:0005935,GO:0006893,GO:0006904,GO:0006906,GO:0007121,GO:0043332",789295,786210.0,25.485,0.9555
YDR167W,TAF10,4,789449,790069,621,+,Verified,"GO:0000124,GO:0003682,GO:0005669,GO:0016251,GO:0016568,GO:0016573,GO:0032568,GO:0032569,GO:0046695,GO:0051123",789421,790189.0,14.7933333333,0.9555
YDR168W,CDC37,4,790328,791848,1521,+,Verified,"GO:0000161,GO:0005737,GO:0007103,GO:0032872,GO:0050821,GO:0051082,GO:0051726",790289,791955.0,37.5366666667,0.9665
YDR169C,STB3,4,792348,793889,1542,-,Verified,"GO:0000432,GO:0005634,GO:0005737,GO:0043565",794256,792105.0,22.025,0.994
YDR171W,HSP42,4,806621,807748,1128,+,Verified,"GO:0005737,GO:0005832,GO:0005856,GO:0007010,GO:0051082",806536,807813.0,19.92,0.992
YDR172W,SUP35,4,808324,810381,2058,+,Verified,"GO:0000288,GO:0003747,GO:0005829,GO:0006415,GO:0018444",808281,810558.0,27.65,0.9625
YDR173C,ARG82,4,810565,811632,1068,-,Verified,"GO:0000122,GO:0000821,GO:0000823,GO:0000824,GO:0000825,GO:0000827,GO:0005634,GO:0008440,GO:0030674,GO:0032958,GO:0035004,GO:0045944,GO:0046854,GO:0050821",811678,810449.0,34.76,0.9775
YDR174W,HMO1,4,812110,812850,741,+,Verified,"GO:0000400,GO:0000790,GO:0003690,GO:0005730,GO:0005737,GO:0006356,GO:0008301,GO:0034401,GO:0060962",812088,813023.0,18.47,0.9805
YDR175C,RSM24,4,813193,814152,960,-,Verified,"GO:0003735,GO:0005739,GO:0005763,GO:0032543",814208,813078.0,16.5566666667,0.9695
YDR176W,NGG1,4,814452,816560,2109,+,Verified,"GO:0000124,GO:0003712,GO:0004402,GO:0005671,GO:0016568,GO:0016573,GO:0046695",814424,816613.0,9.833333333330001,0.9635
YDR177W,UBC1,4,816878,817525,648,+,Verified,"GO:0000209,GO:0000502,GO:0004842,GO:0006513,GO:0006897,GO:0009847,GO:0016050,GO:0030433,GO:0042787",816781,817668.0,24.1266666667,0.948
YDR178W,SDH4,4,817950,818495,546,+,Verified,"GO:0005739,GO:0005749,GO:0006099,GO:0006121,GO:0008177,GO:0045333",817849,818699.0,47.1833333333,0.9525
YDR179W-A,YDR179W-A,4,819433,820824,1392,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",819341,820914.0,17.29,0.9415
YDR180W,SCC2,4,821295,825776,4482,+,Verified,"GO:0000790,GO:0000972,GO:0003674,GO:0005729,GO:0006302,GO:0007076,GO:0030543,GO:0032116,GO:0034087,GO:0070058,GO:0070550,GO:0071168,GO:0071169",821153,825828.0,11.33,0.9095
YDR181C,SAS4,4,825910,827355,1446,-,Verified,"GO:0000784,GO:0000790,GO:0004402,GO:0006348,GO:0016407,GO:0033255",827415,825769.0,14.14,0.8955
YDR182W,CDC1,4,827582,829057,1476,+,Verified,"GO:0003674,GO:0005783,GO:0006281,GO:0016021,GO:0016311,GO:0030026,GO:0030036",827533,829171.0,19.485,0.895
YDR183W,PLP1,4,829585,830277,693,+,Verified,"GO:0005575,GO:0006457,GO:0007329,GO:0031683",829531,830491.0,20.515,0.982
YDR184C,ATC1,4,830629,831513,885,-,Verified,"GO:0003674,GO:0005634,GO:0006950,GO:0007121",831543,830392.0,4.95,0.9335
YDR185C,UPS3,4,831934,832473,540,-,Verified,"GO:0003674,GO:0005739,GO:0005758,GO:0031314,GO:0070584",832580,831730.0,27.0,0.9475
YDR186C,YDR186C,4,832859,835492,2634,-,Verified,"GO:0003674,GO:0005737,GO:0005840,GO:0008150",835685,832743.0,18.2566666667,0.9835
YDR188W,CCT6,4,836421,838061,1641,+,Verified,"GO:0005832,GO:0006457,GO:0051082",836368,838225.0,16.8466666667,0.981
YDR189W,SLY1,4,838392,840392,2001,+,Verified,"GO:0000139,GO:0000149,GO:0005783,GO:0006888,GO:0006890,GO:0019905,GO:0030134,GO:0031201,GO:0035543,GO:0048280",838351,840504.0,19.53,0.948
YDR190C,RVB1,4,840604,841995,1392,-,Verified,"GO:0000812,GO:0005634,GO:0006338,GO:0006357,GO:0016585,GO:0016887,GO:0031011,GO:0043140,GO:0070209",842055,840528.0,16.24,0.8935
YDR191W,HST4,4,842337,843449,1113,+,Verified,"GO:0003677,GO:0004407,GO:0005634,GO:0005737,GO:0006348,GO:0016575,GO:0046459",842300,843559.0,13.88,0.893
YDR192C,NUP42,4,843569,844861,1293,-,Verified,"GO:0005198,GO:0005643,GO:0006406,GO:0006407,GO:0006408,GO:0006409,GO:0006607,GO:0006608,GO:0006609,GO:0006610,GO:0006611,GO:0006999",844941,843478.0,12.4,0.957
YDR194C,MSS116,4,845952,847946,1995,-,Verified,"GO:0000372,GO:0000373,GO:0003723,GO:0004004,GO:0005739,GO:0005759,GO:0033592,GO:0034337",847970,845801.0,18.94,0.923
YDR195W,REF2,4,848599,850200,1602,+,Verified,"GO:0003677,GO:0003723,GO:0005634,GO:0005847,GO:0006397,GO:0030846,GO:0030847,GO:0031126",848365,850280.0,23.09,0.9305
